Login Time (Pacific Daylight Time),Source IP,Login Type,Status,Browser,Platform,Application,Login URL,TLS Protocol,TLS Cipher Suite,Country Code,Country,Subdivision,City,PostalCode,Latitude,Longitude,HTTP Method,Authentication Method Reference,Login Subtype
"8/27/2023, 2:38 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 2:35 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 2:31 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 2:29 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:57 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:56 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:56 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:55 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:54 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:53 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:49 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:32 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:27 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:22 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:17 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,techarch-b-dev-ed.develop.my.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:17 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:16 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:12 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,techarch-b-dev-ed.develop.my.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:12 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:04 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,techarch-b-dev-ed.develop.my.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:03 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 12:52 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 12:50 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 12:05 PM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 11:44 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 11:43 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 10:24 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 10:21 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 10:21 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 10:20 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 10:18 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 10:18 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 10:10 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 10:07 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 10:05 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 10:04 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 9:56 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 9:52 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 9:51 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 9:45 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 9:44 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 8:27 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 8:25 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 8:21 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 8:20 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 8:11 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 8:10 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 8:02 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 8:00 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 7:55 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 7:55 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 7:54 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 7:53 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 7:52 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 7:49 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 7:41 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 7:39 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 7:35 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 7:33 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 6:59 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 6:56 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 6:50 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 6:43 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 6:42 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 6:42 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,techarch-b-dev-ed.develop.my.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 3:49 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 3:39 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 3:38 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 3:28 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 3:26 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 3:21 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 3:16 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 3:16 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 3:03 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 3:00 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 2:52 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 2:50 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 2:45 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 2:42 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 2:31 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 2:25 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 2:21 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 2:18 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 2:17 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 2:13 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 2:10 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 2:09 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 2:08 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:58 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:57 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:53 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:51 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:48 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:41 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:39 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:38 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:28 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:26 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:22 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:22 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:15 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:10 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:07 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:04 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 1:01 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 12:59 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 12:57 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 12:54 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,techarch-b-dev-ed.develop.my.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 12:54 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 12:52 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,techarch-b-dev-ed.develop.my.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 12:51 AM",99.162.87.92,Application,Invalid Password,Chrome 116,Mac OSX,Browser,techarch-b-dev-ed.develop.my.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 12:50 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 12:36 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 12:32 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
"8/27/2023, 12:16 AM",99.162.87.92,Application,Success,Chrome 116,Mac OSX,Browser,login.salesforce.com,TLS 1.2,ECDHE-RSA-AES256-GCM-SHA384,US,United States,California,Anaheim,92804,33.816,-117.9692,POST,,
